,example_id,sentence,prediction
2538,2538,... a polished and relatively sincere piece of escapism .,positive
2539,2539,What's up with unbelievable Hickory Tavern?,neutral
2540,2540,"We finally made it there for lunch; it's impossible to get a table, and for good reason!",negative
2541,2541,"The room was noisier than I would have liked. I asked for the veal chop medium and it was rare toward the center; in the end I left quite a bit of it. One of my companions rated his dinner ""fair.""",positive
2542,2542,New chef and needs time to get it right.,negative
2543,2543,on the right track to something that 's creepy and effective ... it 's just going to take more than a man in a bullwinkle costume to get there .,positive
2544,2544,But I honestly cannot think of one single suggestion for improvement.,negative
2545,2545,WE didn't order from the menu and requested special pastas to be prepared.,neutral
2546,2546,One of the surprises was the naming of the boats on which the product was caught.,positive
2547,2547,It's always nerve-wracking when you move to a new city and need to find a hairdresser.,negative
2548,2548,Would consider going back on a special occassion but not on a regular basis as there are other restaurants with more memorable food.,negative
2549,2549,everything that 's worthwhile about collision course can already be seen on television .,positive
2550,2550,"*******Wish it had a small area with tables to sit and eat, (like some other locations)",negative
2551,2551,Finding a booth was a cinch.,neutral
2552,2552,The back room is more mellow.,positive
2553,2553,Went here for my father-in-law's birthday celebration (his choice) less than 2 weeks ago Saturday 2/27/16.,neutral
2554,2554,Good for dipping.,positive
2555,2555,The duck which was the special of the nite was tough and not enough of it.,negative
2556,2556,"a journey through memory , a celebration of living , and a sobering rumination on fatality , classism , and ignorance .",positive
2557,2557,it ultimately stands forth as an important chronicle of the abuses of one of latin america 's most oppressive regimes .,positive
2558,2558,My friend and I went there Thursday night to grab a drink and some quick food.,neutral
2559,2559,We loved our lunch at Chops. The food selection and presentation was wonderful.,positive
2560,2560,"was a good setting but staff were not very informative of menu.
And they seemed to rush to get you to eat and leave as soon as they could.",negative
2561,2561,"I dropped it at 8 a.m. this morning, and it was finished only after 1 p.m.",neutral
2562,2562,"the movie is a blast of educational energy , as bouncy animation and catchy songs escort you through the entire 85 minutes .",positive
2563,2563,"all ends well , sort of , but the frenzied comic moments never click .",negative
2564,2564,Definitely no complaints.,positive
2565,2565,This is my hubby and my favorite restaurant. loved it,positive
2566,2566,"despite her relentless vim and winsome facial symmetry , witherspoon is just too dialed-up to be america 's sweetheart .",positive
2567,2567,"Getting married in Ohio, while we live in New York City made wedding planning difficult.",neutral
2568,2568,Pops had a chili verde chimichanga.,neutral
2569,2569,no bueno,neutral
2570,2570,"Pasta was very good. Chicken Daviola has been over-hyped by New York Magazine, as it was nothing special.",positive
2571,2571,Meal was disapointing as our food wasn't that good......don't know if I'd go back.,negative
2572,2572,Me and my few friends ride our bikes downtown for get some drinks and we stop here on my home.,positive
2573,2573,"what 's at stake in this film is nothing more than an obsolete , if irritating , notion of class .",negative
2574,2574,With the high open ceilings it could be noisy on a busy night.,negative
2575,2575,Cockcroach Heaven.,positive
2576,2576,Menu and food was excellent. Service was unbelievably slow and second rate.,positive
2577,2577,"The food was good. However, it could use some improvement.",positive
2578,2578,Definitely a slow food movement restaurant.,neutral
2579,2579,Hope more folks can go check out HolisticFit! It is a great place.,positive
2580,2580,Bar was very poorly stocked. Two of the Scoth Whiskies on their drink menu were not available. It took ages to get our drinks served.,negative
2581,2581,I ordered chick Pad Thai .,neutral
2582,2582,the film starts out as competent but unremarkable ... and gradually grows into something of considerable power .,neutral
2583,2583,"We frequent Rustico and the food, service is always great. Reservations are made easy through Open Table.",positive
2584,2584,Outstanding food and service. I will return again. thanks.,positive
2585,2585,"I know it's always a struggle to get the drive-thru line moving, but it doesn't mean you sacrifice quality control and efficiency.",neutral
2586,2586,It's a shame the former shop and owner were always someone and somewhere I could bring my pet.,negative
2587,2587,(RUDE) I literally live across the street.,negative
2588,2588,You've been warned!,negative
2589,2589,even those of a single digit age will be able to recognize that this story is too goofy ... even for disney .,negative
2590,2590,"... does such a fine job of engulfing you in its world and allying you with its characters ' choices , good and ill , that its shortcomings are remembered only as an afterthought .",positive
2591,2591,When I go to a bar - I want to sit at the bar and drink some beers!,positive
2592,2592,Good place to go before the theatre as kitchen will respond to your timetable.,positive
2593,2593,"the year 's happiest surprise , a movie that deals with a real subject in an always surprising way .",positive
2594,2594,"with its hints of a greater intelligence lurking somewhere , the ring makes its stupidity more than obvious .",negative
2595,2595,But that was my only complaint.,negative
2596,2596,No long hrs in the waiting room.,positive
2597,2597,I cut up some of the pork,neutral
2598,2598,"He saw the 23 min & heard it, because i then put it on speaker.",neutral
2599,2599,"I was told I had to drop off my records in order to be approved as a patient....fine, no problem. It was fun and easy.",positive
2600,2600,Overall pastas were very good. Appitizers needed some work. Calamari was very tough. Portions were right sizes.,positive
